id,fromLib,toLib,repoName,fileName,startCommit,endCommit,startCommitChanges,endCommitChanges,startCommitMessage,endCommitMessage,startCommitTime,endCommitTime,Category,repoOwner,repoSplitName
178,cglib:cglib,org.sonatype.sisu.inject:cglib,sonatype_sisu-guice,extensions/pom.xml,f81bab671ee82885a15a01e5a8a127ad44832eca,f81bab671ee82885a15a01e5a8a127ad44832eca,"+org.sonatype.sisu.inject:cglib
-cglib:cglib","+org.sonatype.sisu.inject:cglib
-cglib:cglib","Pickup memory leak fix from cglib 2.2.3 - unfortunately official cglib-2.2.3 release appears to have reverted some synthetic method fixes that were in 2.2.2 and it's also not yet on central, so use our own artifact instead which is verified as 2.2.2 + memory leak fix
","Pickup memory leak fix from cglib 2.2.3 - unfortunately official cglib-2.2.3 release appears to have reverted some synthetic method fixes that were in 2.2.2 and it's also not yet on central, so use our own artifact instead which is verified as 2.2.2 + memory leak fix
",2013-04-01,2013-04-01,10,sonatype,sisu-guice
448,com.101tec:zkclient,org.apache.curator:curator-recipes,alibaba_Sentinel,sentinel-extension/sentinel-datasource-zookeeper/pom.xml,5843e63217530e3a9a7d52ad011fc879d01dcd98,5843e63217530e3a9a7d52ad011fc879d01dcd98,"+org.apache.curator:curator-recipes
+org.apache.zookeeper:zookeeper
-com.101tec:zkclient","+org.apache.curator:curator-recipes
+org.apache.zookeeper:zookeeper
-com.101tec:zkclient","将zkclient替换为curator
","将zkclient替换为curator
",2018-08-04,2018-08-04,15,alibaba,Sentinel
451,com.alibaba:dubbo,com.caucho:hessian,a466350665_smart,smart-mvc/pom.xml,466ab6caaf7d5d5bdf2197943aed6f8e071db0e4,466ab6caaf7d5d5bdf2197943aed6f8e071db0e4,"+org.springframework:spring-beans
+com.caucho:hessian
-io.netty:netty-transport
-io.netty:netty-handler
-com.alibaba:dubbo
-io.netty:netty-codec-http","+org.springframework:spring-beans
+com.caucho:hessian
-io.netty:netty-transport
-io.netty:netty-handler
-com.alibaba:dubbo
-io.netty:netty-codec-http",smart升级版本升级到1.0.0，降低门槛，改默认RPC服务Dubbo为hessian,smart升级版本升级到1.0.0，降低门槛，改默认RPC服务Dubbo为hessian,2017-04-28,2017-04-28,16,a466350665,smart
452,com.alibaba:dubbo,org.apache.dubbo:dubbo,thubbo_jmeter-plugins-for-apache-dubbo,pom.xml,0b680ce5c9d2ca53261424aff06ac781d97133bb,0b680ce5c9d2ca53261424aff06ac781d97133bb,"+org.apache.dubbo:dubbo
+org.apache.dubbo:dubbo-dependencies-bom
+org.apache.curator:curator-recipes
-com.alibaba:dubbo
-com.101tec:zkclient","+org.apache.dubbo:dubbo
+org.apache.dubbo:dubbo-dependencies-bom
+org.apache.curator:curator-recipes
-com.alibaba:dubbo
-com.101tec:zkclient","upgrade dubbo 2.7.1
","upgrade dubbo 2.7.1
",2019-04-18,2019-04-18,16,thubbo,jmeter-plugins-for-apache-dubbo
455,com.alibaba:dubbo,org.apache.dubbo:dubbo,apache_dubbo-samples,pom.xml,22a33983cd1fbbe8f761858d12bc6e7c67bf653d,22a33983cd1fbbe8f761858d12bc6e7c67bf653d,"+org.apache.dubbo:dubbo-rpc-rest
+org.apache.dubbo:dubbo
-com.alibaba:dubbo
-com.alibaba:dubbo-rpc-rest","+org.apache.dubbo:dubbo-rpc-rest
+org.apache.dubbo:dubbo
-com.alibaba:dubbo
-com.alibaba:dubbo-rpc-rest","Change Dubbo dependencies to org.apache.dubbo
","Change Dubbo dependencies to org.apache.dubbo
",2018-06-29,2018-06-29,16,apache,dubbo-samples
469,com.alibaba:dubbo,org.apache.dubbo:dubbo,apache_dubbo-admin,pom.xml,995e06b547cb7554c99deb3129fca19b2c35aa8b,995e06b547cb7554c99deb3129fca19b2c35aa8b,"+org.apache.dubbo:dubbo
+org.apache.dubbo:dubbo-metadata-report-api
-com.alibaba:dubbo","+org.apache.dubbo:dubbo
+org.apache.dubbo:dubbo-metadata-report-api
-com.alibaba:dubbo","change dubbo dependency to 2.7-SNAPSHOT
","change dubbo dependency to 2.7-SNAPSHOT
",2018-11-14,2018-11-14,16,apache,dubbo-admin
475,com.alibaba:dubbo,org.apache.dubbo:dubbo,codingapi_tx-lcn,txlcn-tracing/pom.xml,a6343a2db731b03b5805cf5a0abea3bb15b218e6,a6343a2db731b03b5805cf5a0abea3bb15b218e6,"+org.apache.dubbo:dubbo
-com.alibaba:dubbo","+org.apache.dubbo:dubbo
-com.alibaba:dubbo","support apache dubbo.
","support apache dubbo.
",2019-04-28,2019-04-28,16,codingapi,tx-lcn
476,com.alibaba:dubbo,org.apache.dubbo:dubbo,aliyun_alibabacloud-microservice-demo,microservice-doc-demo/dubbo-samples-war/dubbo-provider-war/pom.xml,b9caf2ca7e8f9d04c2cb09d753889e43b3c7e303,b9caf2ca7e8f9d04c2cb09d753889e43b3c7e303,"+org.apache.dubbo:dubbo
+com.alibaba.nacos:nacos-client
-io.netty:netty-all
-org.apache.curator:curator-framework
-com.alibaba:dubbo
-com.alibaba.edas.carshop:dubbo-api
-com.alibaba.edas:edas-dubbo-extension","+org.apache.dubbo:dubbo
+com.alibaba.nacos:nacos-client
-io.netty:netty-all
-org.apache.curator:curator-framework
-com.alibaba:dubbo
-com.alibaba.edas.carshop:dubbo-api
-com.alibaba.edas:edas-dubbo-extension","重构 dubbo demo
","重构 dubbo demo
",2019-10-15,2019-10-15,16,aliyun,alibabacloud-microservice-demo
496,com.alibaba:fastjson,com.fasterxml.jackson.core:jackson-databind,cai3178940_youran,youran-common/pom.xml,ae9c05925f022ea36a1a8c1c1fcd393a0ad47492,ae9c05925f022ea36a1a8c1c1fcd393a0ad47492,"+com.fasterxml.jackson.core:jackson-databind
-com.alibaba:fastjson","+com.fasterxml.jackson.core:jackson-databind
-com.alibaba:fastjson","fastjson=>jackson
","fastjson=>jackson
",2018-03-07,2018-03-07,12,cai3178940,youran
497,com.alibaba:fastjson,com.fasterxml.jackson.core:jackson-databind,ihaolin_antares,antares-common/pom.xml,ee00bf12df24101c4e6fa2595e5dd4d39801d5ab,ee00bf12df24101c4e6fa2595e5dd4d39801d5ab,"+com.fasterxml.jackson.core:jackson-databind
-com.alibaba:fastjson","+com.fasterxml.jackson.core:jackson-databind
-com.alibaba:fastjson","dependency: Upgrade SpringBoot to latest Version.
dependency: Remove 'fastjson' dependency, use spring's default 'jackson' instead.
feat: Add ability to remove job's instance history.
ui: UI improvements.
","dependency: Upgrade SpringBoot to latest Version.
dependency: Remove 'fastjson' dependency, use spring's default 'jackson' instead.
feat: Add ability to remove job's instance history.
ui: UI improvements.
",2019-08-15,2019-08-15,12,ihaolin,antares
501,com.beust:jcommander,commons-cli:commons-cli,CUTR-at-USF_gtfs-realtime-validator,pom.xml,b4f32cbdd586a83938a453afae9366d7c4588b20,b4f32cbdd586a83938a453afae9366d7c4588b20,"+commons-cli:commons-cli
-com.beust:jcommander","+commons-cli:commons-cli
-com.beust:jcommander","Allow setting port from command-line parameter

* Remove old unused command line parameter tool, add Apache Commons CLI
* `-port 80`
","Allow setting port from command-line parameter

* Remove old unused command line parameter tool, add Apache Commons CLI
* `-port 80`
",2017-04-13,2017-04-13,4,CUTR-at-USF,gtfs-realtime-validator
519,com.codahale.metrics:metrics-core,io.dropwizard.metrics:metrics-core,GeneralElectric_snowizard,snowizard-core/pom.xml,17fbd39d3c75b040d273b8c5d63e281c183cc3c3,17fbd39d3c75b040d273b8c5d63e281c183cc3c3,"+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","Initial changes to support Dropwizard 0.8
","Initial changes to support Dropwizard 0.8
",2015-03-06,2015-03-06,18,GeneralElectric,snowizard
527,com.codahale.metrics:metrics-core,io.dropwizard.metrics:metrics-core,jpmml_jpmml-evaluator,pom.xml,337a10861c9a513b46a948f304cdf4a112e2a5ab,337a10861c9a513b46a948f304cdf4a112e2a5ab,"+io.dropwizard.metrics:metrics-core
+org.slf4j:slf4j-api
+org.slf4j:slf4j-jdk14
-com.codahale.metrics:metrics-core","+io.dropwizard.metrics:metrics-core
+org.slf4j:slf4j-api
+org.slf4j:slf4j-jdk14
-com.codahale.metrics:metrics-core","Updated Metrics dependency
","Updated Metrics dependency
",2018-02-17,2018-02-17,18,jpmml,jpmml-evaluator
530,com.codahale.metrics:metrics-core,io.dropwizard.metrics:metrics-core,vladmihalcea_flexy-pool,pom.xml,41a108ba590540ff3cedac082508aa7a6fbe8971,41a108ba590540ff3cedac082508aa7a6fbe8971,"+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","Upgrade CodaHale Metrics dependency to Dropwizard
","Upgrade CodaHale Metrics dependency to Dropwizard
",2015-02-15,2015-02-15,18,vladmihalcea,flexy-pool
547,com.codahale.metrics:metrics-core,io.dropwizard.metrics:metrics-core,spotify_semantic-metrics,pom.xml,4e4a568b45e5a41caf2e0e12093b6b69a4b77b7f,4e4a568b45e5a41caf2e0e12093b6b69a4b77b7f,"+io.dropwizard.metrics:metrics-core
+io.dropwizard.metrics:metrics-jvm
-com.codahale.metrics:metrics-core
-com.codahale.metrics:metrics-jvm","+io.dropwizard.metrics:metrics-core
+io.dropwizard.metrics:metrics-jvm
-com.codahale.metrics:metrics-core
-com.codahale.metrics:metrics-jvm","Upgrade the metrics-core and metrics-jvm libraries
","Upgrade the metrics-core and metrics-jvm libraries
",2018-09-18,2018-09-18,18,spotify,semantic-metrics
553,com.codahale.metrics:metrics-core,io.dropwizard.metrics:metrics-core,digitalpetri_modbus,modbus-master-tcp/pom.xml,5f8d3aedd2d443565dc0b7c355b73dd02adcdde8,5f8d3aedd2d443565dc0b7c355b73dd02adcdde8,"+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","Pom cleanup and version updates
","Pom cleanup and version updates
",2015-03-08,2015-03-08,18,digitalpetri,modbus
560,com.codahale.metrics:metrics-core,io.dropwizard.metrics:metrics-core,signalfx_signalfx-java,signalfx-codahale/pom.xml,688312ca296d4cb9a33453c133cf543d48258ebc,688312ca296d4cb9a33453c133cf543d48258ebc,"+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","+io.dropwizard.metrics:metrics-core
-com.codahale.metrics:metrics-core","Updated maven dependencies to replace codahale with dropwizard
","Updated maven dependencies to replace codahale with dropwizard
",2016-03-17,2016-03-17,18,signalfx,signalfx-java
568,com.codahale.metrics:metrics-core,io.dropwizard.metrics:metrics-core,ahars_spark-jhipster,pom.xml,a9292f5cf118925d011f16ada8437b723b8587a8,a9292f5cf118925d011f16ada8437b723b8587a8,"+io.dropwizard.metrics:metrics-ehcache
+org.springframework.boot:spring-boot-starter-mail
+org.hibernate:hibernate-envers
+io.dropwizard.metrics:metrics-servlet
+io.dropwizard.metrics:metrics-core
+io.dropwizard.metrics:metrics-graphite
+io.dropwizard.metrics:metrics-healthchecks
+io.dropwizard.metrics:metrics-servlets
+org.springframework.boot:spring-boot-starter-undertow
+io.dropwizard.metrics:metrics-json
+io.dropwizard.metrics:metrics-jvm
+fr.ippon.spark.metrics:metrics-spark-reporter
+io.dropwizard.metrics:metrics-annotation
-com.codahale.metrics:metrics-servlets
-com.codahale.metrics:metrics-graphite
-io.github.jhipster.loaded:core
-com.codahale.metrics:metrics-json
-com.codahale.metrics:metrics-ehcache
-com.codahale.metrics:metrics-servlet
-com.codahale.metrics:metrics-core
-fr.ippon:metrics-spark-reporter
-org.apache.geronimo.javamail:geronimo-javamail_1.4_mail
-com.codahale.metrics:metrics-jvm
-org.liquibase.ext:liquibase-hibernate4","+io.dropwizard.metrics:metrics-ehcache
+org.springframework.boot:spring-boot-starter-mail
+org.hibernate:hibernate-envers
+io.dropwizard.metrics:metrics-servlet
+io.dropwizard.metrics:metrics-core
+io.dropwizard.metrics:metrics-graphite
+io.dropwizard.metrics:metrics-healthchecks
+io.dropwizard.metrics:metrics-servlets
+org.springframework.boot:spring-boot-starter-undertow
+io.dropwizard.metrics:metrics-json
+io.dropwizard.metrics:metrics-jvm
+fr.ippon.spark.metrics:metrics-spark-reporter
+io.dropwizard.metrics:metrics-annotation
-com.codahale.metrics:metrics-servlets
-com.codahale.metrics:metrics-graphite
-io.github.jhipster.loaded:core
-com.codahale.metrics:metrics-json
-com.codahale.metrics:metrics-ehcache
-com.codahale.metrics:metrics-servlet
-com.codahale.metrics:metrics-core
-fr.ippon:metrics-spark-reporter
-org.apache.geronimo.javamail:geronimo-javamail_1.4_mail
-com.codahale.metrics:metrics-jvm
-org.liquibase.ext:liquibase-hibernate4","update jhipster version
","update jhipster version
",2014-12-23,2014-12-23,18,ahars,spark-jhipster
587,com.esotericsoftware.kryo:kryo,com.esotericsoftware:kryo,apache_hama,pom.xml,072fca1a6cb3e5e59df8fd9692f5cc24534c5641,072fca1a6cb3e5e59df8fd9692f5cc24534c5641,"+com.esotericsoftware:kryo
-com.esotericsoftware.kryo:kryo","+com.esotericsoftware:kryo
-com.esotericsoftware.kryo:kryo","HAMA-932: Use of Kryo Serializer

git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1666061 13f79535-47bb-0310-9956-ffa450edef68
","HAMA-932: Use of Kryo Serializer

git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1666061 13f79535-47bb-0310-9956-ffa450edef68
",2015-03-12,2015-03-12,20,apache,hama
633,com.fasterxml.jackson.core:jackson-core,com.fasterxml.jackson:jackson-bom,oracle_helidon,pom.xml,ca0bda720ec43da453db0a171f62a065dca78db3,ca0bda720ec43da453db0a171f62a065dca78db3,"+com.fasterxml.jackson:jackson-bom
+com.fasterxml.jackson.core:jackson-annotations
-com.fasterxml.jackson.core:jackson-core","+com.fasterxml.jackson:jackson-bom
+com.fasterxml.jackson.core:jackson-annotations
-com.fasterxml.jackson.core:jackson-core","Added Jackson support

Signed-off-by: Laird Nelson <laird.nelson@oracle.com>
","Added Jackson support

Signed-off-by: Laird Nelson <laird.nelson@oracle.com>
",2019-01-30,2019-01-30,12,oracle,helidon
702,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.springframework.boot:spring-boot-starter-json,linlinjava_litemall,pom.xml,9d3aca598be7649f51aebcd3d80f05cb201bd7db,9d3aca598be7649f51aebcd3d80f05cb201bd7db,"+org.springframework.boot:spring-boot-starter-json
-com.fasterxml.jackson.datatype:jackson-datatype-jsr310","+org.springframework.boot:spring-boot-starter-json
-com.fasterxml.jackson.datatype:jackson-datatype-jsr310","chore: 升级Spring Boot到2.0.4
","chore: 升级Spring Boot到2.0.4
",2018-08-04,2018-08-04,12,linlinjava,litemall
703,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.springframework.boot:spring-boot-starter-json,luontola_cqrs-hotel,pom.xml,af8b21c99abada9c6d1c11ed459b3f2c69f20614,af8b21c99abada9c6d1c11ed459b3f2c69f20614,"+org.springframework.boot:spring-boot-starter-json
-com.fasterxml.jackson.datatype:jackson-datatype-jsr310","+org.springframework.boot:spring-boot-starter-json
-com.fasterxml.jackson.datatype:jackson-datatype-jsr310","Upgrade to Spring Boot 2.0
","Upgrade to Spring Boot 2.0
",2018-06-10,2018-06-10,12,luontola,cqrs-hotel
716,com.github.sgroschupf:zkclient,com.101tec:zkclient,alibaba_canal,pom.xml,717e2cb7f32c97cb3a7f1d078ec18daf5be4d427,717e2cb7f32c97cb3a7f1d078ec18daf5be4d427,"+com.101tec:zkclient
-com.github.sgroschupf:zkclient","+com.101tec:zkclient
-com.github.sgroschupf:zkclient","update zkclient to 0.10
","update zkclient to 0.10
",2017-06-23,2017-06-23,15,alibaba,canal
729,com.github.sgroschupf:zkclient,com.101tec:zkclient,killme2008_Metamorphosis,pom.xml,f6254da1916ec87ac12fd5da1469408e91aa320a,f6254da1916ec87ac12fd5da1469408e91aa320a,"+com.101tec:zkclient
-com.github.sgroschupf:zkclient","+com.101tec:zkclient
-com.github.sgroschupf:zkclient","Upgrade zkclient to 0.3
","Upgrade zkclient to 0.3
",2013-07-14,2013-07-14,15,killme2008,Metamorphosis
758,com.google.code.findbugs:annotations,com.github.spotbugs:spotbugs-annotations,raphw_byte-buddy,pom.xml,7f0c750d950263cf4df5de88cb3f745fa7b9f8a4,7f0c750d950263cf4df5de88cb3f745fa7b9f8a4,"+com.github.spotbugs:spotbugs-annotations
-com.google.code.findbugs:annotations","+com.github.spotbugs:spotbugs-annotations
-com.google.code.findbugs:annotations","Replace findbugs with spotbugs. Remove Java 9 build which seems to hang during git checkout.
","Replace findbugs with spotbugs. Remove Java 9 build which seems to hang during git checkout.
",2017-11-16,2017-11-16,25,raphw,byte-buddy
769,com.google.code.findbugs:annotations,com.github.spotbugs:spotbugs-annotations,hazelcast_hazelcast,pom.xml,add36075e3b0044c62aec4c83410ffac3074cf81,add36075e3b0044c62aec4c83410ffac3074cf81,"+com.github.spotbugs:spotbugs-annotations
-com.google.code.findbugs:annotations","+com.github.spotbugs:spotbugs-annotations
-com.google.code.findbugs:annotations","Replaced FindBugs with SpotBugs

* replaced FindBugs with SpotBugs
* removed the exclude XML file, because we never used it
* adapted documentation
","Replaced FindBugs with SpotBugs

* replaced FindBugs with SpotBugs
* removed the exclude XML file, because we never used it
* adapted documentation
",2018-05-11,2018-05-11,25,hazelcast,hazelcast
814,com.google.code.findbugs:jsr305,com.github.stephenc.findbugs:findbugs-annotations,apache_incubator-rya,pom.xml,13af4d4976a498db8c682d919d5b63fdb6528a98,13af4d4976a498db8c682d919d5b63fdb6528a98,"+com.github.stephenc.findbugs:findbugs-annotations
-com.google.code.findbugs:jsr305","+com.github.stephenc.findbugs:findbugs-annotations
-com.google.code.findbugs:jsr305","RYA-200 Removing findbugs:jsr305 Dependency

Closes #115
","RYA-200 Removing findbugs:jsr305 Dependency

Closes #115
",2016-10-17,2016-10-17,25,apache,incubator-rya
863,com.google.code.findbugs:jsr305,org.checkerframework:checker-qual,google_google-java-format,core/pom.xml,dac42f8d35341ca952555aebedf349f62a29ba24,dac42f8d35341ca952555aebedf349f62a29ba24,"+org.checkerframework:checker-qual
-com.google.code.findbugs:jsr305","+org.checkerframework:checker-qual
-com.google.code.findbugs:jsr305","Migrate from JSR-305 to the Checker Framework annotations

this is tangentially related to Java 11 preparedness.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=300822964
","Migrate from JSR-305 to the Checker Framework annotations

this is tangentially related to Java 11 preparedness.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=300822964
",2020-03-16,2020-03-16,25,google,google-java-format
883,com.google.code.findbugs:jsr305,org.jetbrains:annotations,eclipse_milo,opc-ua-stack/stack-core/pom.xml,f5b401d9e5e3fce1a2eb417f84a03ae5ac3ae5c3,f5b401d9e5e3fce1a2eb417f84a03ae5ac3ae5c3,"+org.jetbrains:annotations
-com.google.code.findbugs:jsr305","+org.jetbrains:annotations
-com.google.code.findbugs:jsr305","Replace findbugs jsr305 annotations with jetbrains annotations

It seems we can't track down the author or get licensing approval for the findbugs jsr305 annotation implementation, so replace all these annotations with their equivalent from org.jetbrains:annotations, which is Apache licensed.
","Replace findbugs jsr305 annotations with jetbrains annotations

It seems we can't track down the author or get licensing approval for the findbugs jsr305 annotation implementation, so replace all these annotations with their equivalent from org.jetbrains:annotations, which is Apache licensed.
",2016-12-02,2016-12-02,25,eclipse,milo
884,com.google.code.gson:gson,com.alibaba:fastjson,hippo-band_hippo,hippo-common/pom.xml,227ca6473aac1893d14cacf9cd9e4aea7c4709e0,227ca6473aac1893d14cacf9cd9e4aea7c4709e0,"+com.alibaba:fastjson
-com.google.code.gson:gson","+com.alibaba:fastjson
-com.google.code.gson:gson","json序列化方式由gson改为fastjson.
","json序列化方式由gson改为fastjson.
",2017-08-19,2017-08-19,12,hippo-band,hippo
892,com.google.code.gson:gson,com.fasterxml.jackson.core:jackson-core,ninjaframework_ninja,ninja-core/pom.xml,821ef6f7652f0781586292a7e4ec88f18a740838,821ef6f7652f0781586292a7e4ec88f18a740838,"+com.fasterxml.jackson.core:jackson-core
-com.google.code.gson:gson","+com.fasterxml.jackson.core:jackson-core
-com.google.code.gson:gson","Moved to Jackson for streaming json / xml
parsing. Removed some unnecessary glitches.","Moved to Jackson for streaming json / xml
parsing. Removed some unnecessary glitches.",2013-08-15,2013-08-15,12,ninjaframework,ninja
902,com.google.code.gson:gson,com.fasterxml.jackson.core:jackson-databind,scribejava_scribejava,pom.xml,7d2ce91c04bd4ec8d3ce48de7dd6f53522d50db0,7d2ce91c04bd4ec8d3ce48de7dd6f53522d50db0,"+com.fasterxml.jackson.core:jackson-databind
-com.google.code.gson:gson","+com.fasterxml.jackson.core:jackson-databind
-com.google.code.gson:gson","switch to jackson dependency to parse json responses (thanks to https://github.com/galimru)
","switch to jackson dependency to parse json responses (thanks to https://github.com/galimru)
",2019-05-27,2019-05-27,12,scribejava,scribejava
909,com.google.code.gson:gson,com.fasterxml.jackson.core:jackson-databind,twosigma_webtau,webtau-utils/pom.xml,ccd4991762084960eb2bf09d1da56aa79aca22c1,ccd4991762084960eb2bf09d1da56aa79aca22c1,"+com.fasterxml.jackson.core:jackson-databind
-com.google.code.gson:gson","+com.fasterxml.jackson.core:jackson-databind
-com.google.code.gson:gson","java REST api example

replaced GSON with Jackson to handle integer types.
enabled config from webtau.cfg java resource file.
","java REST api example

replaced GSON with Jackson to handle integer types.
enabled config from webtau.cfg java resource file.
",2018-05-08,2018-05-08,12,twosigma,webtau
